Date,place,Cured,Deaths,Confirmed
27/05/20,Maharashtra,16954,1792,54758
27/05/20,Manipur,4,0,39
27/05/20,Meghalaya,12,1,15
27/05/20,Mizoram,1,0,1
27/05/20,Nagaland,0,0,4
27/05/20,Odisha,733,7,1517
27/05/20,Puducherry,12,0,46
27/05/20,Punjab,1918,40,2106
27/05/20,Rajasthan,4171,170,7536
27/05/20,Sikkim,0,0,1
27/05/20,Tamil Nadu,9342,127,17728
27/05/20,Telengana,1284,57,1991
27/05/20,Tripura,165,0,207
27/05/20,Uttarakhand,64,4,401
27/05/20,Uttar Pradesh,3698,170,6548
27/05/20,West Bengal,1486,283,4009
27/05/20,Cases being reassigned to states,0,0,4013
28/05/20,Andaman and Nicobar Islands,33,0,33
28/05/20,Andhra Pradesh,2057,58,3171
28/05/20,Arunachal Pradesh,1,0,2
28/05/20,Assam,87,4,781
28/05/20,Bihar,1083,15,3061
28/05/20,Chandigarh,187,4,279
28/05/20,Chhattisgarh,83,0,369
28/05/20,Dadar Nagar Haveli,0,0,2
28/05/20,Delhi,7264,303,15257
28/05/20,Goa,37,0,68
28/05/20,Gujarat,7549,938,15195
28/05/20,Haryana,838,18,1381
28/05/20,Himachal Pradesh,70,5,273
28/05/20,Jammu and Kashmir,854,26,1921
28/05/20,Jharkhand,185,4,448
28/05/20,Karnataka,781,47,2418
28/05/20,Kerala,552,7,1004
28/05/20,Ladakh,43,0,53
28/05/20,Madhya Pradesh,3927,313,7261
28/05/20,Maharashtra,17918,1897,56948
28/05/20,Manipur,4,0,44
28/05/20,Meghalaya,12,1,20
28/05/20,Mizoram,1,0,1
28/05/20,Nagaland,0,0,4
28/05/20,Odisha,733,7,1593
28/05/20,Puducherry,12,0,46
28/05/20,Punjab,1918,40,2139
28/05/20,Rajasthan,4457,173,7703
28/05/20,Sikkim,0,0,1
28/05/20,Tamil Nadu,9909,133,18545
28/05/20,Telengana,1284,63,2098
28/05/20,Tripura,165,0,230
28/05/20,Uttarakhand,79,4,469
28/05/20,Uttar Pradesh,3991,182,6991
28/05/20,West Bengal,1578,289,4192
28/05/20,Cases being reassigned to states,0,0,4332
29/05/20,Andaman and Nicobar Islands,33,0,33
29/05/20,Andhra Pradesh,2125,59,3251
29/05/20,Arunachal Pradesh,1,0,3
29/05/20,Assam,104,4,856
29/05/20,Bihar,1211,15,3296
29/05/20,Chandigarh,189,4,288
29/05/20,Chhattisgarh,83,0,399
29/05/20,Dadar Nagar Haveli,0,0,2
29/05/20,Delhi,7495,316,16281
29/05/20,Goa,38,0,69
29/05/20,Gujarat,8003,960,15562
29/05/20,Haryana,881,19,1504
29/05/20,Himachal Pradesh,70,5,276
29/05/20,Jammu and Kashmir,859,27,2036
29/05/20,Jharkhand,212,4,469
29/05/20,Karnataka,834,47,2533
29/05/20,Kerala,555,7,1088
29/05/20,Ladakh,43,0,73
29/05/20,Madhya Pradesh,4050,321,7453
29/05/20,Maharashtra,18616,1982,59546
29/05/20,Manipur,5,0,55
29/05/20,Meghalaya,12,1,21
29/05/20,Mizoram,1,0,1
29/05/20,Nagaland,0,0,18
29/05/20,Odisha,887,7,1660
29/05/20,Puducherry,14,0,51
29/05/20,Punjab,1946,40,2158
29/05/20,Rajasthan,4817,180,8067
29/05/20,Sikkim,0,0,1
29/05/20,Tamil Nadu,10548,145,19372
29/05/20,Telengana,1345,67,2256
29/05/20,Tripura,167,0,242
29/05/20,Uttarakhand,79,4,500
29/05/20,Uttar Pradesh,4215,197,7170
29/05/20,West Bengal,1668,295,4536
29/05/20,Cases being reassigned to states,0,0,4673
30/05/20,Andaman and Nicobar Islands,33,0,33
30/05/20,Andhra Pradesh,2226,60,3436
30/05/20,Arunachal Pradesh,1,0,3
30/05/20,Assam,125,4,1024
30/05/20,Bihar,1211,15,3376
30/05/20,Chandigarh,189,4,289
30/05/20,Chhattisgarh,100,1,415
30/05/20,Dadar Nagar Haveli,0,0,2
30/05/20,Delhi,7846,398,17386
30/05/20,Goa,41,0,69
30/05/20,Gujarat,8611,980,15934
30/05/20,Haryana,940,19,1721
30/05/20,Himachal Pradesh,87,5,295
30/05/20,Jammu and Kashmir,875,28,2164
30/05/20,Jharkhand,216,5,511
30/05/20,Karnataka,894,48,2781
30/05/20,Kerala,565,8,1150
30/05/20,Ladakh,43,0,74
30/05/20,Madhya Pradesh,4269,334,7645
30/05/20,Maharashtra,26997,2098,62228
30/05/20,Manipur,8,0,59
30/05/20,Meghalaya,12,1,27
30/05/20,Mizoram,1,0,1
30/05/20,Nagaland,0,0,25
30/05/20,Odisha,887,7,1723
30/05/20,Puducherry,14,0,51
30/05/20,Punjab,1949,42,2197
30/05/20,Rajasthan,5244,184,8365
30/05/20,Sikkim,0,0,1
30/05/20,Tamil Nadu,11313,154,20246
30/05/20,Telengana,1381,71,2425
30/05/20,Tripura,171,0,251
30/05/20,Uttarakhand,102,5,716
30/05/20,Uttar Pradesh,4244,198,7284
30/05/20,West Bengal,1775,302,4813
30/05/20,Cases being reassigned to states,0,0,5043
31/05/20,Andaman and Nicobar Islands,33,0,33
31/05/20,Andhra Pradesh,2289,60,3569
31/05/20,Arunachal Pradesh,1,0,4
31/05/20,Assam,163,4,1185
31/05/20,Bihar,1618,20,3636
31/05/20,Chandigarh,189,4,289
31/05/20,Chhattisgarh,102,1,447
31/05/20,Dadar Nagar Haveli,0,0,2
31/05/20,Delhi,8075,416,18549
31/05/20,Goa,41,0,70
31/05/20,Gujarat,9230,1007,16343
31/05/20,Haryana,971,20,1923
31/05/20,Himachal Pradesh,111,5,313
31/05/20,Jammu and Kashmir,908,28,2341
31/05/20,Jharkhand,256,5,563
31/05/20,Karnataka,997,48,2922
31/05/20,Kerala,575,9,1208
31/05/20,Ladakh,43,0,74
31/05/20,Madhya Pradesh,4444,343,7891
31/05/20,Maharashtra,28081,2197,65168
31/05/20,Manipur,8,0,62
31/05/20,Meghalaya,12,1,27
31/05/20,Mizoram,1,0,1
31/05/20,Nagaland,0,0,36
31/05/20,Odisha,1050,7,1819
31/05/20,Puducherry,14,0,51
31/05/20,Punjab,1967,44,2233
31/05/20,Rajasthan,5739,193,8617
31/05/20,Sikkim,0,0,1
31/05/20,Tamil Nadu,12000,160,21184
31/05/20,Telengana,1412,77,2499
31/05/20,Tripura,172,0,268
31/05/20,Uttarakhand,102,5,749
31/05/20,Uttar Pradesh,4410,201,7445
31/05/20,West Bengal,1970,309,5130
31/05/20,Cases being reassigned to states,0,0,5491
1/6/2020,Andaman and Nicobar Islands,33,0,33
1/6/2020,Andhra Pradesh,2349,62,3679
1/6/2020,Arunachal Pradesh,1,0,4
1/6/2020,Assam,185,4,1272
1/6/2020,Bihar,1710,21,3815
1/6/2020,Chandigarh,199,4,293
1/6/2020,Chhattisgarh,115,1,498
1/6/2020,Dadar Nagar Haveli,0,0,2
1/6/2020,Delhi,8478,473,19844
1/6/2020,Goa,42,0,70
1/6/2020,Gujarat,9919,1038,16779
1/6/2020,Haryana,1048,20,2091
1/6/2020,Himachal Pradesh,120,5,331
1/6/2020,Jammu and Kashmir,927,28,2446
1/6/2020,Jharkhand,256,5,610
1/6/2020,Karnataka,1218,51,3221
1/6/2020,Kerala,590,9,1269
1/6/2020,Ladakh,43,0,74
1/6/2020,Madhya Pradesh,4842,350,8089
1/6/2020,Maharashtra,29329,2286,67655
1/6/2020,Manipur,11,0,71
1/6/2020,Meghalaya,12,1,27
1/6/2020,Mizoram,1,0,1
1/6/2020,Nagaland,0,0,43
1/6/2020,Odisha,1126,7,1948
1/6/2020,Puducherry,25,0,70
1/6/2020,Punjab,1987,45,2263
1/6/2020,Rajasthan,5927,194,8831
1/6/2020,Sikkim,0,0,1
1/6/2020,Tamil Nadu,12757,173,22333
1/6/2020,Telengana,1428,82,2698
1/6/2020,Tripura,173,0,313
1/6/2020,Uttarakhand,102,5,907
1/6/2020,Uttar Pradesh,4709,213,7823
1/6/2020,West Bengal,2157,317,5501
1/6/2020,Cases being reassigned to states,0,0,5630
2/6/2020,Andaman and Nicobar Islands,33,0,33
2/6/2020,Andhra Pradesh,2378,64,3783
2/6/2020,Arunachal Pradesh,1,0,22
2/6/2020,Assam,277,4,1390
2/6/2020,Bihar,1900,24,3926
2/6/2020,Chandigarh,199,4,294
2/6/2020,Chhattisgarh,122,1,547
2/6/2020,Dadar Nagar Haveli,1,0,3
2/6/2020,Delhi,8746,523,20834
2/6/2020,Goa,42,0,71
2/6/2020,Gujarat,10780,1063,17200
2/6/2020,Haryana,1055,21,2356
2/6/2020,Himachal Pradesh,122,5,340
2/6/2020,Jammu and Kashmir,946,31,2601
2/6/2020,Jharkhand,296,5,659
2/6/2020,Karnataka,1328,52,3408
2/6/2020,Kerala,608,10,1326
2/6/2020,Ladakh,43,0,77
2/6/2020,Madhya Pradesh,5003,358,8283
2/6/2020,Maharashtra,30108,2362,70013
2/6/2020,Manipur,11,0,83
2/6/2020,Meghalaya,12,1,27
2/6/2020,Mizoram,1,0,1
2/6/2020,Nagaland,0,0,43
2/6/2020,Odisha,1245,7,2104
2/6/2020,Puducherry,25,0,74
2/6/2020,Punjab,2000,45,2301
2/6/2020,Rajasthan,6040,198,8980
2/6/2020,Sikkim,0,0,1
2/6/2020,Tamil Nadu,13170,184,23495
2/6/2020,Telengana,1491,88,2792
2/6/2020,Tripura,173,0,420
2/6/2020,Uttarakhand,222,6,958
2/6/2020,Uttar Pradesh,4843,217,8075
2/6/2020,West Bengal,2306,325,5772
2/6/2020,Cases being reassigned to states,0,0,6414
3/6/2020,Andaman and Nicobar Islands,33,0,33
3/6/2020,Andhra Pradesh,2421,64,3898
3/6/2020,Arunachal Pradesh,1,0,22
3/6/2020,Assam,324,4,1513
3/6/2020,Bihar,1946,24,4155
3/6/2020,Chandigarh,214,5,301
3/6/2020,Chhattisgarh,130,1,564
3/6/2020,Dadar Nagar Haveli,1,0,4
3/6/2020,Delhi,9243,556,22132
3/6/2020,Goa,57,0,79
3/6/2020,Gujarat,11894,1092,17617
3/6/2020,Haryana,1069,23,2652
3/6/2020,Himachal Pradesh,140,5,345
3/6/2020,Jammu and Kashmir,953,33,2718
3/6/2020,Jharkhand,320,5,712
3/6/2020,Karnataka,1403,52,3796
3/6/2020,Kerala,627,11,1412
3/6/2020,Ladakh,47,1,81
3/6/2020,Madhya Pradesh,5221,364,8420
3/6/2020,Maharashtra,31333,2465,72300
3/6/2020,Manipur,14,0,89
3/6/2020,Meghalaya,12,1,27
3/6/2020,Mizoram,1,0,13
3/6/2020,Nagaland,0,0,49
3/6/2020,Odisha,1325,7,2245
3/6/2020,Puducherry,25,0,82
3/6/2020,Punjab,2017,46,2342
3/6/2020,Rajasthan,6435,203,9373
3/6/2020,Sikkim,0,0,1
3/6/2020,Tamil Nadu,13706,197,24586
3/6/2020,Telengana,1526,92,2891
3/6/2020,Tripura,173,0,468
3/6/2020,Uttarakhand,252,7,1043
3/6/2020,Uttar Pradesh,5030,222,8361
3/6/2020,West Bengal,2410,335,6168
3/6/2020,Cases being reassigned to states,0,0,7123
4/6/2020,Andaman and Nicobar Islands,33,0,33
4/6/2020,Andhra Pradesh,2466,68,4080
4/6/2020,Arunachal Pradesh,1,0,38
4/6/2020,Assam,413,4,1672
4/6/2020,Bihar,2077,25,4390
4/6/2020,Chandigarh,214,5,301
4/6/2020,Chhattisgarh,188,2,668
4/6/2020,Dadar Nagar Haveli,1,0,8
4/6/2020,Delhi,9542,606,23645
4/6/2020,Goa,57,0,79
4/6/2020,Gujarat,12212,1122,18100
4/6/2020,Haryana,1089,23,2954
4/6/2020,Himachal Pradesh,150,5,359
4/6/2020,Jammu and Kashmir,1007,34,2857
4/6/2020,Jharkhand,321,5,752
4/6/2020,Karnataka,1514,53,4063
4/6/2020,Kerala,651,11,1494
4/6/2020,Ladakh,48,1,90
4/6/2020,Madhya Pradesh,5445,371,8588
4/6/2020,Maharashtra,32329,2587,74860
4/6/2020,Manipur,38,0,118
4/6/2020,Meghalaya,13,1,33
4/6/2020,Mizoram,1,0,14
4/6/2020,Nagaland,0,0,58
4/6/2020,Odisha,1416,7,2388
4/6/2020,Puducherry,25,0,82
4/6/2020,Punjab,2029,47,2376
4/6/2020,Rajasthan,6744,209,9652
4/6/2020,Sikkim,0,0,2
4/6/2020,Tamil Nadu,14316,208,25872
4/6/2020,Telengana,1556,99,3020
4/6/2020,Tripura,173,0,468
4/6/2020,Uttarakhand,282,8,1085
4/6/2020,Uttar Pradesh,5176,229,8729
4/6/2020,West Bengal,2580,345,6508
4/6/2020,Cases being reassigned to states,0,0,7483
5/6/2020,Andaman and Nicobar Islands,33,0,33
5/6/2020,Andhra Pradesh,2539,71,4223
5/6/2020,Arunachal Pradesh,1,0,42
5/6/2020,Assam,442,4,1988
5/6/2020,Bihar,2210,29,4493
5/6/2020,Chandigarh,214,5,301
5/6/2020,Chhattisgarh,213,2,756
5/6/2020,Dadar Nagar Haveli,1,0,12
5/6/2020,Delhi,9898,650,25004
5/6/2020,Goa,57,0,166
5/6/2020,Gujarat,12667,1155,18584
5/6/2020,Haryana,2134,24,3281
5/6/2020,Himachal Pradesh,179,5,383
5/6/2020,Jammu and Kashmir,1048,35,3142
5/6/2020,Jharkhand,354,6,793
5/6/2020,Karnataka,1610,57,4320
5/6/2020,Kerala,690,14,1588
5/6/2020,Ladakh,48,1,90
5/6/2020,Madhya Pradesh,5637,377,8762
5/6/2020,Maharashtra,33681,2710,77793
5/6/2020,Manipur,38,0,124
5/6/2020,Meghalaya,13,1,33
5/6/2020,Mizoram,1,0,17
5/6/2020,Nagaland,0,0,80
5/6/2020,Odisha,1416,7,2478
5/6/2020,Puducherry,25,0,82
5/6/2020,Punjab,2043,47,2415
5/6/2020,Rajasthan,7104,213,9862
5/6/2020,Sikkim,0,0,2
5/6/2020,Tamil Nadu,14902,220,27256
5/6/2020,Telengana,1587,105,3147
5/6/2020,Tripura,173,0,644
5/6/2020,Uttarakhand,297,10,1153
5/6/2020,Uttar Pradesh,5439,245,9237
5/6/2020,West Bengal,2768,355,6876
5/6/2020,Cases being reassigned to states,0,0,7610
6/6/2020,Andaman and Nicobar Islands,33,0,33
6/6/2020,Andhra Pradesh,2576,73,4303
6/6/2020,Arunachal Pradesh,1,0,45
6/6/2020,Assam,498,4,2153
6/6/2020,Bihar,2225,29,4596
6/6/2020,Chandigarh,222,5,304
6/6/2020,Chhattisgarh,244,2,879
6/6/2020,Dadar Nagar Haveli,1,0,14
6/6/2020,Delhi,10315,708,26334
6/6/2020,Goa,65,0,196
6/6/2020,Gujarat,13003,1190,19094
6/6/2020,Haryana,2134,24,3597
6/6/2020,Himachal Pradesh,189,5,393
6/6/2020,Jammu and Kashmir,1086,36,3324
6/6/2020,Jharkhand,410,7,881
6/6/2020,Karnataka,1688,57,4835
6/6/2020,Kerala,712,14,1699
6/6/2020,Ladakh,48,1,97
6/6/2020,Madhya Pradesh,5878,384,8996
6/6/2020,Maharashtra,35156,2849,80229
6/6/2020,Manipur,41,0,132
6/6/2020,Meghalaya,13,1,33
6/6/2020,Mizoram,1,0,22
6/6/2020,Nagaland,0,0,94
6/6/2020,Odisha,1604,8,2608
6/6/2020,Puducherry,36,0,99
6/6/2020,Punjab,2069,48,2461
6/6/2020,Rajasthan,7359,218,10084
6/6/2020,Sikkim,0,0,3
6/6/2020,Tamil Nadu,15762,232,28694
6/6/2020,Telengana,1627,113,3290
6/6/2020,Tripura,173,0,692
6/6/2020,Uttarakhand,344,11,1215
6/6/2020,Uttar Pradesh,5648,257,9733
6/6/2020,West Bengal,2912,366,7303
6/6/2020,Cases being reassigned to states,0,0,8192
7/6/2020,Andaman and Nicobar Islands,33,0,33
7/6/2020,Andhra Pradesh,2620,73,4510
7/6/2020,Arunachal Pradesh,1,0,47
7/6/2020,Assam,547,4,2397
7/6/2020,Bihar,2425,30,4915
7/6/2020,Chandigarh,273,5,309
7/6/2020,Chhattisgarh,266,4,923
7/6/2020,Dadar Nagar Haveli,1,0,19
7/6/2020,Delhi,10664,761,27654
7/6/2020,Goa,65,0,267
7/6/2020,Gujarat,13316,1219,19592
7/6/2020,Haryana,2134,24,3952
7/6/2020,Himachal Pradesh,194,5,400
7/6/2020,Jammu and Kashmir,1126,39,3467
7/6/2020,Jharkhand,473,7,1000
7/6/2020,Karnataka,1968,59,5213
7/6/2020,Kerala,762,15,1807
7/6/2020,Ladakh,48,1,99
7/6/2020,Madhya Pradesh,6108,399,9228
7/6/2020,Maharashtra,37390,2969,82968
7/6/2020,Manipur,52,0,157
7/6/2020,Meghalaya,13,1,33
7/6/2020,Mizoram,1,0,24
7/6/2020,Nagaland,0,0,107
7/6/2020,Odisha,1716,8,2781
7/6/2020,Puducherry,36,0,99
7/6/2020,Punjab,2092,50,2515
7/6/2020,Rajasthan,7501,231,10331
7/6/2020,Sikkim,0,0,7
7/6/2020,Tamil Nadu,16395,251,30152
7/6/2020,Telengana,1710,123,3496
7/6/2020,Tripura,173,0,747
7/6/2020,Uttarakhand,423,11,1303
7/6/2020,Uttar Pradesh,5648,257,9733
7/6/2020,West Bengal,3119,383,7738
7/6/2020,Cases being reassigned to states,0,0,8605
8/6/2020,Andaman and Nicobar Islands,33,0,33
8/6/2020,Andhra Pradesh,2682,75,4708
8/6/2020,Arunachal Pradesh,1,0,51
8/6/2020,Assam,615,4,2565
8/6/2020,Bihar,2480,30,5088
8/6/2020,Chandigarh,273,5,314
8/6/2020,Chhattisgarh,283,4,1073
8/6/2020,Dadar Nagar Haveli,2,0,20
8/6/2020,Delhi,10664,761,27654
8/6/2020,Goa,65,0,300
8/6/2020,Gujarat,13635,1249,20070
8/6/2020,Haryana,2134,28,4448
8/6/2020,Himachal Pradesh,224,5,413
8/6/2020,Jammu and Kashmir,1216,41,4087
8/6/2020,Jharkhand,490,7,1099
8/6/2020,Karnataka,2132,61,5452
8/6/2020,Kerala,803,15,1914
8/6/2020,Ladakh,50,1,103
8/6/2020,Madhya Pradesh,6331,412,9401
8/6/2020,Maharashtra,39314,3060,85975
8/6/2020,Manipur,52,0,172
8/6/2020,Meghalaya,13,1,36
8/6/2020,Mizoram,1,0,34
8/6/2020,Nagaland,8,0,118
8/6/2020,Odisha,1894,9,2856
8/6/2020,Puducherry,36,0,99
8/6/2020,Punjab,2106,51,2608
8/6/2020,Rajasthan,7641,240,10599
8/6/2020,Sikkim,0,0,7
8/6/2020,Tamil Nadu,16999,269,31667
8/6/2020,Telengana,1710,123,3580
8/6/2020,Tripura,192,0,800
8/6/2020,Uttarakhand,528,13,1355
8/6/2020,Uttar Pradesh,6185,275,10536
8/6/2020,West Bengal,3303,396,8187
8/6/2020,Cases being reassigned to states,0,0,9189
9/6/2020,Andaman and Nicobar Islands,33,0,33
9/6/2020,Andhra Pradesh,2745,75,4851
9/6/2020,Arunachal Pradesh,1,0,51
9/6/2020,Assam,665,4,2776
9/6/2020,Bihar,2499,31,5202
9/6/2020,Chandigarh,273,5,317
9/6/2020,Chhattisgarh,308,4,1160
9/6/2020,Dadar Nagar Haveli,2,0,22
9/6/2020,Delhi,11357,874,29943
9/6/2020,Goa,67,0,330
9/6/2020,Gujarat,13956,1280,20545
9/6/2020,Haryana,2134,39,4854
9/6/2020,Himachal Pradesh,227,5,421
9/6/2020,Jammu and Kashmir,1324,45,4285
9/6/2020,Jharkhand,519,7,1256
9/6/2020,Karnataka,2519,64,5760
9/6/2020,Kerala,814,16,2005
9/6/2020,Ladakh,52,1,103
9/6/2020,Madhya Pradesh,6536,414,9638
9/6/2020,Maharashtra,40975,3169,88528
9/6/2020,Manipur,58,0,272
9/6/2020,Meghalaya,13,1,36
9/6/2020,Mizoram,1,0,42
9/6/2020,Nagaland,8,0,123
9/6/2020,Odisha,1993,9,2994
9/6/2020,Puducherry,52,0,127
9/6/2020,Punjab,2128,53,2663
9/6/2020,Rajasthan,8004,246,10763
9/6/2020,Sikkim,0,0,7
9/6/2020,Tamil Nadu,17527,286,33229
9/6/2020,Telengana,1710,137,3650
9/6/2020,Tripura,192,0,838
9/6/2020,Uttarakhand,714,13,1411
9/6/2020,Uttar Pradesh,6344,283,10947
9/6/2020,West Bengal,3465,405,8613
9/6/2020,Cases being reassigned to states,0,0,8803
10/6/2020,Andaman and Nicobar Islands,33,0,33
10/6/2020,Andhra Pradesh,2802,77,5070
10/6/2020,Arunachal Pradesh,1,0,57
10/6/2020,Assam,1085,4,2937
10/6/2020,Bihar,2864,32,5459
10/6/2020,Chandigarh,286,5,323
10/6/2020,Chhattisgarh,386,6,1240
10/6/2020,Dadar Nagar Haveli,2,0,22
10/6/2020,Delhi,11861,905,31309
10/6/2020,Goa,67,0,359
10/6/2020,Gujarat,14365,1313,21014
10/6/2020,Haryana,2134,45,5209
10/6/2020,Himachal Pradesh,249,5,445
10/6/2020,Jammu and Kashmir,1506,48,4346
10/6/2020,Jharkhand,559,8,1411
10/6/2020,Karnataka,2604,66,5921
10/6/2020,Kerala,848,16,2096
10/6/2020,Ladakh,52,1,108
10/6/2020,Madhya Pradesh,6729,420,9849
10/6/2020,Maharashtra,42638,3289,90787
10/6/2020,Manipur,61,0,304
10/6/2020,Meghalaya,13,1,43
10/6/2020,Mizoram,1,0,88
10/6/2020,Nagaland,10,0,127
10/6/2020,Odisha,2133,9,3140
10/6/2020,Puducherry,52,0,127
10/6/2020,Punjab,2167,55,2719
10/6/2020,Rajasthan,8328,255,11245
10/6/2020,Sikkim,0,0,13
10/6/2020,Tamil Nadu,18325,307,34914
10/6/2020,Telengana,1809,148,3920
10/6/2020,Tripura,192,1,864
10/6/2020,Uttarakhand,755,13,1537
10/6/2020,Uttar Pradesh,6669,301,11335
10/6/2020,West Bengal,3620,415,8985
10/6/2020,Cases being reassigned to states,0,0,9227
11/6/2020,Andaman and Nicobar Islands,33,0,34
11/6/2020,Andhra Pradesh,2899,78,5269
11/6/2020,Arunachal Pradesh,2,0,57
11/6/2020,Assam,1249,4,3092
11/6/2020,Bihar,3071,33,5710
11/6/2020,Chandigarh,286,5,327
11/6/2020,Chhattisgarh,402,6,1262
11/6/2020,Dadar Nagar Haveli,2,0,26
11/6/2020,Daman & Diu,0,0,2
11/6/2020,Delhi,12245,984,32810
11/6/2020,Goa,67,0,387
11/6/2020,Gujarat,14735,1347,21521
11/6/2020,Haryana,2188,52,5579
11/6/2020,Himachal Pradesh,254,6,451
11/6/2020,Jammu and Kashmir,1671,51,4507
11/6/2020,Jharkhand,592,8,1489
11/6/2020,Karnataka,2862,69,6041
11/6/2020,Kerala,905,18,2161
11/6/2020,Ladakh,52,1,115
11/6/2020,Madhya Pradesh,6892,427,10049
11/6/2020,Maharashtra,44517,3438,94041
11/6/2020,Manipur,63,0,311
11/6/2020,Meghalaya,13,1,44
11/6/2020,Mizoram,1,0,93
11/6/2020,Nagaland,22,0,128
11/6/2020,Odisha,2282,9,3250
11/6/2020,Puducherry,53,0,127
11/6/2020,Punjab,2232,55,2805
11/6/2020,Rajasthan,8569,259,11600
11/6/2020,Sikkim,0,0,13
11/6/2020,Tamil Nadu,19333,326,36841
11/6/2020,Telengana,1817,156,4111
11/6/2020,Tripura,239,1,895
11/6/2020,Uttarakhand,831,15,1562
11/6/2020,Uttar Pradesh,6871,321,11610
11/6/2020,West Bengal,3779,432,9328
11/6/2020,Cases being reassigned to states,0,0,8931
12/6/2020,Andaman and Nicobar Islands,33,0,38
12/6/2020,Andhra Pradesh,3048,80,5429
12/6/2020,Arunachal Pradesh,4,0,61
12/6/2020,Assam,1432,6,3319
12/6/2020,Bihar,3266,36,5983
12/6/2020,Chandigarh,286,5,332
12/6/2020,Chhattisgarh,447,6,1398
12/6/2020,Dadra and Nagar Haveli and Daman and Diu,2,0,30
12/6/2020,Delhi,12731,1085,34687
12/6/2020,Goa,67,0,417
12/6/2020,Gujarat,15101,1385,22032
12/6/2020,Haryana,2260,64,5968
12/6/2020,Himachal Pradesh,280,6,470
12/6/2020,Jammu and Kashmir,1820,52,4574
12/6/2020,Jharkhand,630,8,1599
12/6/2020,Karnataka,2977,72,6245
12/6/2020,Kerala,968,18,2244
12/6/2020,Ladakh,54,1,135
12/6/2020,Madhya Pradesh,7042,431,10241
12/6/2020,Maharashtra,46078,3590,97648
12/6/2020,Manipur,73,0,366
12/6/2020,Meghalaya,18,1,44
12/6/2020,Mizoram,1,0,102
12/6/2020,Nagaland,22,0,128
12/6/2020,Odisha,2354,9,3386
12/6/2020,Puducherry,67,2,157
12/6/2020,Punjab,2259,59,2887
12/6/2020,Rajasthan,8775,265,11838
12/6/2020,Sikkim,2,0,14
12/6/2020,Tamil Nadu,20705,349,38716
12/6/2020,Telangana,1993,165,4320
12/6/2020,Tripura,278,1,913
12/6/2020,Uttarakhand,842,15,1643
12/6/2020,Uttar Pradesh,7292,345,12088
12/6/2020,West Bengal,3988,442,9768
12/6/2020,Cases being reassigned to states,0,0,8315
13/06/20,Andaman and Nicobar Islands,33,0,38
13/06/20,Andhra Pradesh,3105,80,5680
13/06/20,Arunachal Pradesh,4,0,67
13/06/20,Assam,1537,8,3498
13/06/20,Bihar,3587,36,6103
13/06/20,Chandigarh,286,5,334
13/06/20,Chhattisgarh,550,6,1429
13/06/20,Dadra and Nagar Haveli and Daman and Diu,2,0,30
13/06/20,Delhi,13398,1214,36824
13/06/20,Goa,69,0,463
13/06/20,Gujarat,15493,1415,22527
13/06/20,Haryana,2475,70,6334
13/06/20,Himachal Pradesh,297,6,486
13/06/20,Jammu and Kashmir,2086,53,4730
13/06/20,Jharkhand,672,8,1617
13/06/20,Karnataka,3440,79,6516
13/06/20,Kerala,1000,19,2322
13/06/20,Ladakh,62,1,239
13/06/20,Madhya Pradesh,7201,440,10443
13/06/20,Maharashtra,47796,3717,101141
13/06/20,Manipur,77,0,385
13/06/20,Meghalaya,22,1,44
13/06/20,Mizoram,1,0,104
13/06/20,Nagaland,49,0,156
13/06/20,Odisha,2474,10,3498
13/06/20,Puducherry,67,2,157
13/06/20,Punjab,2282,63,2986
13/06/20,Rajasthan,8898,272,12068
13/06/20,Sikkim,2,0,63
13/06/20,Tamil Nadu,22047,367,40698
13/06/20,Telangana,2278,174,4484
13/06/20,Tripura,278,1,961
13/06/20,Uttarakhand,947,21,1724
13/06/20,Uttar Pradesh,7609,365,12616
13/06/20,West Bengal,4206,451,10244
13/06/20,Cases being reassigned to states,0,0,7984
14/06/20,Andaman and Nicobar Islands,33,0,38
14/06/20,Andhra Pradesh,3195,82,5965
14/06/20,Arunachal Pradesh,4,0,87
14/06/20,Assam,1584,8,3718
14/06/20,Bihar,3956,39,6290
14/06/20,Chandigarh,286,5,345
14/06/20,Chhattisgarh,631,6,1512
14/06/20,Dadra and Nagar Haveli and Daman and Diu,2,0,35
14/06/20,Delhi,14945,1271,38958
14/06/20,Goa,70,0,523
14/06/20,Gujarat,15883,1448,23038
14/06/20,Haryana,2803,78,6749
14/06/20,Himachal Pradesh,313,6,502
14/06/20,Jammu and Kashmir,2269,55,4878
14/06/20,Jharkhand,816,8,1711
14/06/20,Karnataka,3648,81,6824
14/06/20,Kerala,1046,19,2407
14/06/20,Ladakh,68,1,437
14/06/20,Madhya Pradesh,7377,447,10641
14/06/20,Maharashtra,49346,3830,104568
14/06/20,Manipur,91,0,449
14/06/20,Meghalaya,22,1,44
14/06/20,Mizoram,1,0,107
14/06/20,Nagaland,76,0,163
14/06/20,Odisha,2594,10,3723
14/06/20,Puducherry,82,2,176
14/06/20,Punjab,2327,65,3063
14/06/20,Rajasthan,9337,282,12401
14/06/20,Sikkim,4,0,63
14/06/20,Tamil Nadu,23409,397,42687
14/06/20,Telangana,2352,182,4737
14/06/20,Tripura,315,1,1046
14/06/20,Uttarakhand,1077,23,1785
14/06/20,Uttar Pradesh,7875,385,13118
14/06/20,West Bengal,4542,463,10698
